split_id,train_start,train_end,validation_start,validation_end,test_start,test_end,q_table_states,cagr,volatility,sharpe,sortino,maximum_drawdown,average_turnover
0,2017-12-31,2021-11-30,2021-12-31,2022-11-30,2022-12-31,2024-11-30,753,0.7397386117061417,0.10233304409943035,5.586377294798298,0.0,0.0,0.4272727272727273
1,2018-12-31,2022-11-30,2022-12-31,2023-11-30,2023-12-31,2025-11-30,821,0.11456455926843012,0.0919167116425962,1.2321237531928022,1.5148104609019335,-0.058445290179273024,0.4318181818181818
