date,action_id,weights,portfolio_return,turnover,rebalance_cost,reward,portfolio_value,drawdown
2025-01-31,185,"[0.1, 0.4, 0.0, 0.5]",0.055407355230910074,0.30000000000000004,0.004200000000000001,0.05120735523091007,3.083319405092131,0.0
2025-02-28,15,"[0.7, 0.1, 0.0, 0.2]",-0.08084311092172806,0.6,0.0084,-0.08924311092172807,2.808154389416377,-0.08924311092172821
2025-03-31,226,"[0.0, 0.7, 0.3, 0.0]",-0.07320995946810528,0.8999999999999999,0.012599999999999998,-0.08580995946810528,2.5671867750803754,-0.16739512265883238
2025-04-30,74,"[0.4, 0.1, 0.2, 0.3]",0.010093432987906383,0.7,0.0098,0.00029343298790638316,2.5679400723663006,-0.1671508089219289
2025-05-31,5,"[0.8, 0.1, 0.1, 0.0]",0.06940374662568864,0.4,0.005600000000000001,0.06380374662568863,2.7317842700935127,-0.11401191015697387
2025-06-30,264,"[0.0, 0.2, 0.0, 0.8]",0.017650826900166935,0.9,0.0126,0.005050826900166935,2.745582039570354,-0.10953693767956718
2025-07-31,35,"[0.5, 0.5, 0.0, 0.0]",0.029677509515052526,0.8,0.011200000000000002,0.018477509515052525,2.796313557830872,-0.09308339797273868
2025-08-31,43,"[0.5, 0.2, 0.1, 0.2]",-0.04324974074212781,0.3,0.0042,-0.047449740742127815,2.6636292044781005,-0.13611635561366364
2025-09-30,173,"[0.1, 0.6, 0.1, 0.2]",0.04938343044033284,0.4,0.005600000000000001,0.04378343044033284,2.7802520284712067,-0.09829256616113324
2025-10-31,161,"[0.2, 0.0, 0.3, 0.5]",0.12557489936517274,0.6,0.0084,0.11717489936517274,3.1060277801171376,0.0
2025-11-30,205,"[0.1, 0.1, 0.4, 0.4]",0.022331685263574336,0.2,0.0028000000000000004,0.019531685263574336,3.1666937371383037,0.0
2025-12-31,84,"[0.3, 0.7, 0.0, 0.0]",0.004391523113081487,0.8,0.011200000000000002,-0.006808476886918514,3.145133376021048,-0.006808476886918435
2026-01-31,124,"[0.2, 0.6, 0.1, 0.1]",0.06768372327398883,0.19999999999999998,0.0028,0.06488372327398884,3.3492013396505835,0.0
2026-02-28,282,"[0.0, 0.0, 0.3, 0.7]",0.058447955889825494,0.7999999999999999,0.0112,0.04724795588982549,3.507444256812539,0.0
2026-03-31,201,"[0.1, 0.1, 0.8, 0.0]",-0.03877648510127948,0.7,0.0098,-0.048576485101279473,3.3370649431279165,-0.04857648510127943
2026-04-30,18,"[0.7, 0.0, 0.1, 0.2]",-0.015512047881962138,0.8,0.011200000000000002,-0.026712047881962138,3.2479251045818662,-0.07399095558727875
2026-05-31,77,"[0.4, 0.0, 0.6, 0.0]",0.08309231601736689,0.5,0.007,0.07609231601736688,3.495067248040449,-0.0035287827448859943
